Source,Target,Type,Id,Label,timeset,Weight
10.1007/s10198-013-0496-x,10.1086/210468,Directed,64633,,,1
10.1007/s10198-013-0496-x,10.1111/j.0958-7578.2004.00473.x,Directed,64634,,,1
10.1007/s10198-013-0496-x,10.1016/j.jhealeco.2008.11.005,Directed,64635,,,1
10.1007/s10198-013-0496-x,10.1016/j.tmrv.2008.02.005,Directed,64636,,,1
10.1007/s10198-013-0496-x,10.1007/BF00140829,Directed,64637,,,1
10.1007/s10198-013-0496-x,10.1023/A:1004915126996,Directed,64638,,,1
10.1007/s10198-013-0496-x,10.2307/1959515,Directed,64639,,,1
10.1007/s10198-013-0496-x,10.1111/j.1465-7295.1991.tb01276.x,Directed,64640,,,1
10.1007/s10198-013-0496-x,10.1111/j.1536-7150.1992.tb02729.x,Directed,64641,,,1
10.1007/s10198-013-0496-x,10.1016/0277-9536(94)90284-4,Directed,64642,,,1
10.1007/s10198-013-0496-x,10.1007/BF01047748,Directed,64643,,,1
10.1111/j.1465-7295.2010.00309.x,10.1016/j.econlet.2009.08.024,Directed,64644,,,1
10.1111/j.1465-7295.2010.00309.x,10.1016/j.geb.2004.08.007,Directed,64645,,,1
10.1111/j.1465-7295.2010.00309.x,10.1016/S0165-1765(01)00390-1,Directed,64646,,,1
10.1111/j.1465-7295.2010.00309.x,10.1016/S0014-2921(97)00131-1,Directed,64647,,,1
10.1111/j.1465-7295.2010.00309.x,10.1098/rstb.2008.0275,Directed,64648,,,1
10.1111/j.1465-7295.2010.00309.x,10.1017/S0140525X05290143,Directed,64649,,,1
10.1111/j.1465-7295.2010.00309.x,10.1126/science.1153808,Directed,64650,,,1
10.1111/j.1465-7295.2010.00309.x,10.1016/0167-2681(94)90106-6,Directed,64651,,,1
10.1111/j.1465-7295.2010.00309.x,10.1177/0022002795039003007,Directed,64652,,,1
10.1111/j.1465-7295.2010.00309.x,10.1016/S0165-1765(03)00190-3,Directed,64653,,,1
10.1038/s41467-017-00731-0,10.1038/415137a,Directed,64654,,,1
10.1038/s41467-017-00731-0,10.1017/CBO9780511616037,Directed,64655,,,1
10.1038/s41467-017-00731-0,10.1093/acprof:oso/9780199654680.001.0001,Directed,64656,,,1
10.1038/s41467-017-00731-0,10.1002/bdm.621,Directed,64657,,,1
10.1038/s41467-017-00731-0,10.1126/science.1123633,Directed,64658,,,1
10.1038/s41467-017-00731-0,10.1126/science.1153808,Directed,64659,,,1
10.1038/s41467-017-00731-0,10.1098/rspb.2007.1558,Directed,64660,,,1
10.1038/s41467-017-00731-0,10.1073/pnas.1315273111,Directed,64661,,,1
10.1038/s41467-017-00731-0,10.1126/science.1164744,Directed,64662,,,1
10.1038/s41467-017-00731-0,10.1086/202632,Directed,64663,,,1
10.1038/s41467-017-00731-0,10.1177/1077801211434127,Directed,64664,,,1
10.1038/s41467-017-00731-0,10.1016/0162-3095(92)90032-Y,Directed,64665,,,1
10.1038/s41467-017-00731-0,10.1016/j.tics.2011.03.003,Directed,64666,,,1
10.1038/s41467-017-00731-0,10.1037/npe0000009,Directed,64667,,,1
10.1038/s41467-017-00731-0,10.1007/978-1-4939-0280-4_9,Directed,64668,,,1
10.1038/s41467-017-00731-0,10.1177/0022002711408010,Directed,64669,,,1
10.1038/s41467-017-00731-0,10.1257/aer.100.1.420,Directed,64670,,,1
10.1038/s41467-017-00731-0,10.1023/A:1009961917752,Directed,64671,,,1
10.1038/s41467-017-00731-0,10.1257/aer.90.4.980,Directed,64672,,,1
10.1038/s41467-017-00731-0,10.1007/s10683-010-9257-1,Directed,64673,,,1
10.1038/s41467-017-00731-0,10.1257/aer.96.5.1652,Directed,64674,,,1
10.1038/s41467-017-00731-0,10.2307/1290070,Directed,64675,,,1
10.1038/s41467-017-00731-0,10.1111/jeea.12006,Directed,64676,,,1
10.1038/s41467-017-00731-0,10.1016/j.joep.2008.11.005,Directed,64677,,,1
10.1038/s41467-017-00731-0,10.1016/0167-2681(89)90078-4,Directed,64678,,,1
10.1038/s41467-017-00731-0,10.2307/2184328,Directed,64679,,,1
10.1038/s41467-017-00731-0,10.1093/0199246483.001.0001,Directed,64680,,,1
10.1038/s41467-017-00731-0,10.1016/j.geb.2007.10.009,Directed,64681,,,1
10.1038/s41467-017-00731-0,10.1016/j.geb.2003.06.003,Directed,64682,,,1
10.1038/s41467-017-00731-0,10.1162/003355399556151,Directed,64683,,,1
10.1038/s41467-017-00731-0,10.1007/s12110-002-1012-7,Directed,64684,,,1
10.1038/s41467-017-00731-0,10.1016/S1090-5138(04)00005-4,Directed,64685,,,1
10.1038/s41467-017-00731-0,10.1111/1468-0262.00302,Directed,64686,,,1
10.1038/s41467-017-00731-0,10.1257/jep.3.4.99,Directed,64687,,,1
10.1038/s41467-017-00731-0,10.1007/s11211-008-0068-x,Directed,64688,,,1
10.1038/s41467-017-00731-0,10.1023/A:1005552203727,Directed,64689,,,1
10.1038/s41467-017-00731-0,10.1007/s10683-006-9159-4,Directed,64690,,,1
10.1038/s41467-017-00731-0,10.1007/s40881-015-0004-4,Directed,64691,,,1
10.1007/s11238-004-3672-8,10.1006/game.2000.0837,Directed,64692,,,1
10.1007/s11238-004-3672-8,10.1257/aer.90.1.166,Directed,64693,,,1
10.1007/s11238-004-3672-8,10.1006/game.1995.1026,Directed,64694,,,1
10.1007/s11238-004-3672-8,10.1016/S0047-2727(96)01609-X,Directed,64695,,,1
10.1007/s11238-004-3672-8,10.1111/1468-0262.00054,Directed,64696,,,1
10.1007/s11238-004-3672-8,10.1006/jeth.2002.2927,Directed,64697,,,1
10.1007/s11238-004-3672-8,10.1257/jep.9.2.209,Directed,64698,,,1
10.1007/s11238-004-3672-8,10.2307/1911840,Directed,64699,,,1
10.1007/s11238-004-3672-8,10.1016/S0165-1765(97)82136-2,Directed,64700,,,1
10.1007/s11238-004-3672-8,10.1016/0001-6918(88)90047-9,Directed,64701,,,1
10.1007/s11238-004-3672-8,10.1162/003355399556151,Directed,64702,,,1
10.1007/s11238-004-3672-8,10.1016/S0899-8256(05)80017-X,Directed,64703,,,1
10.1007/s11238-004-3672-8,10.1016/0167-2681(94)00071-L,Directed,64704,,,1
10.1007/s11238-004-3672-8,10.1016/0167-2681(82)90011-7,Directed,64705,,,1
10.1007/s11238-004-3672-8,10.2307/2555854,Directed,64706,,,1
10.1007/s11238-004-3672-8,10.1111/1467-9442.00182,Directed,64707,,,1
10.1007/s11238-004-3672-8,10.2307/2951567,Directed,64708,,,1
10.1007/s11238-004-3672-8,10.1016/0047-2727(95)01544-2,Directed,64709,,,1
10.1007/s11238-004-3672-8,10.1016/S0899-8256(05)80020-X,Directed,64710,,,1
10.1007/s11238-004-3672-8,10.1257/jep.2.4.195,Directed,64711,,,1
10.1007/s11238-004-3672-8,10.1016/0047-2727(94)90059-0,Directed,64712,,,1
10.1111/puar.12424,10.1177/0095327X11398452,Directed,64713,,,1
10.1111/puar.12424,10.17310/ntj.2010.4.02,Directed,64714,,,1
10.1111/puar.12424,10.1016/0047-2727(92)90040-M,Directed,64715,,,1
10.1111/puar.12424,10.1007/s10551-011-0761-9,Directed,64716,,,1
10.1111/puar.12424,10.1037/0003-066X.57.10.774,Directed,64717,,,1
10.1111/puar.12424,10.1037/h0086876,Directed,64718,,,1
10.1111/puar.12424,10.1038/nature04981,Directed,64719,,,1
10.1111/puar.12424,10.1111/0033-3352.00131,Directed,64720,,,1
10.1111/puar.12424,10.1177/0956797611409590,Directed,64721,,,1
10.1111/puar.12424,10.1073/pnas.0809522106,Directed,64722,,,1
10.1111/puar.12424,10.1007/s10683-006-7053-8,Directed,64723,,,1
10.1111/puar.12424,10.1007/s10683-007-9193-x,Directed,64724,,,1
10.1111/puar.12424,10.1111/j.1540-6210.2009.02059.x,Directed,64725,,,1
10.1111/puar.12424,10.7208/chicago/9780226104379.001.0001,Directed,64726,,,1
10.1111/puar.12424,10.1016/j.jebo.2008.02.010,Directed,64727,,,1
10.1111/puar.12424,10.1111/j.1468-4446.2006.00092.x,Directed,64728,,,1
10.1111/puar.12424,10.1111/puar.12347,Directed,64729,,,1
10.1111/puar.12424,10.1006/game.1996.0081,Directed,64730,,,1
10.1111/puar.12424,10.2307/3110299,Directed,64731,,,1
10.1111/puar.12424,10.1023/A:1013787932072,Directed,64732,,,1
10.1111/puar.12424,10.1111/j.1540-6210.2009.02054.x,Directed,64733,,,1
10.1111/puar.12424,10.1177/0095399712452658,Directed,64734,,,1
10.1111/puar.12424,10.1146/annurev.soc.33.040406.131812,Directed,64735,,,1
10.1111/puar.12424,10.1111/puar.12361,Directed,64736,,,1
10.1111/puar.12424,10.1146/annurev.soc.27.1.235,Directed,64737,,,1
10.1111/puar.12424,10.1017/S0003055407070499,Directed,64738,,,1
10.1111/puar.12424,10.1111/0033-3352.00006,Directed,64739,,,1
10.1111/puar.12424,10.2307/1882648,Directed,64740,,,1
10.1111/puar.12424,10.1111/1467-9442.00182,Directed,64741,,,1
10.1111/puar.12424,10.1080/14747731.2011.621287,Directed,64742,,,1
10.1111/puar.12424,10.1017/CBO9780511609336,Directed,64743,,,1
10.1111/puar.12424,10.1086/231174,Directed,64744,,,1
10.1111/puar.12424,10.1111/puar.12198,Directed,64745,,,1
10.1111/puar.12424,10.1111/j.1540-6210.2012.02544.x,Directed,64746,,,1
10.1111/puar.12424,10.1017/CBO9780511804557,Directed,64747,,,1
10.1111/puar.12424,10.2307/2585925,Directed,64748,,,1
10.1111/puar.12424,10.1111/j.1574-0862.2010.00497.x,Directed,64749,,,1
10.1111/puar.12424,10.2307/974676,Directed,64750,,,1
10.1111/puar.12424,10.1111/j.1540-6210.2012.02607.x,Directed,64751,,,1
10.1111/puar.12424,10.1093/oxfordjournals.jpart.a024379,Directed,64752,,,1
10.1111/puar.12424,10.1177/13675494030063001,Directed,64753,,,1
10.1111/puar.12424,10.1177/0275074004269288,Directed,64754,,,1
10.1111/puar.12424,10.1007/s11211-014-0206-6,Directed,64755,,,1
10.1111/puar.12424,10.1007/978-0-230-21207-7,Directed,64756,,,1
10.1111/puar.12424,10.1111/puar.12109,Directed,64757,,,1
10.1111/puar.12424,10.1111/1467-6419.00185,Directed,64758,,,1
10.1108/03068290810854565,10.2307/2234133,Directed,64759,,,1
10.1108/03068290810854565,10.1257/jep.5.2.171,Directed,64760,,,1
10.1108/03068290810854565,10.1016/j.tics.2004.02.007,Directed,64761,,,1
10.1108/03068290810854565,10.1016/S0165-1765(01)00394-9,Directed,64762,,,1
10.1108/03068290810854565,10.1257/jep.7.2.159,Directed,64763,,,1
10.1108/03068290810854565,10.1257/jep.10.1.187,Directed,64764,,,1
10.1108/03068290810854565,10.1093/ei/cbg020,Directed,64765,,,1
10.1108/03068290810854565,10.1257/0002828043052187,Directed,64766,,,1
10.1108/03068290810854565,10.1007/s10657-005-5425-8,Directed,64767,,,1
10.1108/03068290810854565,10.1086/296367,Directed,64768,,,1
10.1108/03068290810854565,10.1023/A:1018370625789,Directed,64769,,,1
10.1108/03068290810854565,10.1007/BF00881328,Directed,64770,,,1
10.1108/03068290810854565,10.1002/bs.3830170505,Directed,64771,,,1
10.1108/03068290810854565,10.1016/0047-2727(81)90013-X,Directed,64772,,,1
10.1108/03068290810854565,10.1108/02683940010379369,Directed,64773,,,1
10.1108/03068290810854565,10.1086/224129,Directed,64774,,,1
10.1108/03068290810854565,10.1080/738552683,Directed,64775,,,1
10.1108/03068290810854565,10.1016/S1053-5357(99)80001-8,Directed,64776,,,1
10.1108/03068290810854565,10.1257/jep.10.1.177,Directed,64777,,,1
10.1111/j.1468-5906.2009.01452.x,10.1108/03068290810854565,Directed,64778,,,1
10.1111/j.1468-5906.2009.01452.x,10.1108/03068290910921190,Directed,64779,,,1
10.1111/j.1468-5906.2009.01452.x,10.1037/0022-3514.45.6.1380,Directed,64780,,,1
10.1111/j.1468-5906.2009.01452.x,10.1177/0899764004263423,Directed,64781,,,1
10.1111/j.1468-5906.2009.01452.x,10.1257/jep.7.2.159,Directed,64782,,,1
10.1111/j.1468-5906.2009.01452.x,10.1038/421911b,Directed,64783,,,1
10.1111/j.1468-5906.2009.01452.x,10.1086/296367,Directed,64784,,,1
10.1111/j.1468-5906.2009.01452.x,10.1016/0047-2727(81)90013-X,Directed,64785,,,1
10.1111/j.1468-5906.2009.01452.x,10.1111/1467-6494.00085,Directed,64786,,,1
10.1111/j.1468-5906.2009.01452.x,10.1177/1043463192004003004,Directed,64787,,,1
10.1111/j.1468-5906.2009.01452.x,10.1080/10508610701572812,Directed,64788,,,1
10.1111/j.1468-5906.2009.01452.x,10.1016/j.jebo.2004.07.007,Directed,64789,,,1
10.1111/j.1468-5906.2009.01452.x,10.1016/S0191-8869(00)00233-6,Directed,64790,,,1
10.1111/j.1468-5906.2009.01452.x,10.1016/j.paid.2003.10.005,Directed,64791,,,1
10.1111/j.1468-5906.2009.01452.x,10.1111/j.1467-9280.2007.01983.x,Directed,64792,,,1
10.1111/j.1468-5906.2009.01452.x,10.2307/3711948,Directed,64793,,,1
10.1111/j.1468-5906.2009.01452.x,10.1177/002242788201900102,Directed,64794,,,1
10.1111/j.1468-5906.2009.01452.x,10.1016/j.econlet.2005.07.006,Directed,64795,,,1
10.1111/j.1468-5906.2009.01452.x,10.1016/j.joep.2008.03.002,Directed,64796,,,1
10.1177/1069397108322455,10.1016/j.joep.2007.01.007,Directed,64797,,,1
10.1177/1069397108322455,10.1006/game.1995.1027,Directed,64798,,,1
10.1177/1069397108322455,10.1016/j.jebo.2003.11.005,Directed,64799,,,1
10.1177/1069397108322455,10.1093/cje/bei064,Directed,64800,,,1
10.1177/1069397108322455,10.1162/003355300554926,Directed,64801,,,1
10.1177/1069397108322455,10.1162/003355300555475,Directed,64802,,,1
10.1177/1069397108322455,10.1093/sf/63.4.967,Directed,64803,,,1
10.1177/1069397108322455,10.1145/358916.361990,Directed,64804,,,1
10.1177/1069397108322455,10.1111/j.1467-6494.1967.tb01454.x,Directed,64805,,,1
10.1177/1069397108322455,10.5465/AMR.1998.926617,Directed,64806,,,1
10.1177/1069397108322455,10.5465/amr.1998.926619,Directed,64807,,,1
10.1177/1069397108322455,10.1017/CBO9780511614934,Directed,64808,,,1
10.1177/1069397108322455,10.1086/467284,Directed,64809,,,1
10.1177/1069397108322455,10.1016/S0167-4870(02)00165-4,Directed,64810,,,1
10.1111/jssr.12045,10.1111/j.1468-5906.2009.01452.x,Directed,64811,,,1
10.1111/jssr.12045,10.1016/j.soscij.2010.11.005,Directed,64812,,,1
10.1111/jssr.12045,10.1108/03068291111171405,Directed,64813,,,1
10.1111/jssr.12045,10.1108/03068290910921190,Directed,64814,,,1
10.1111/jssr.12045,10.1016/j.socec.2010.12.013,Directed,64815,,,1
10.1111/jssr.12045,10.1016/j.econlet.2009.05.016,Directed,64816,,,1
10.1111/jssr.12045,10.1037/0022-3514.51.6.1173,Directed,64817,,,1
10.1111/jssr.12045,10.1098/rsbl.2006.0509,Directed,64818,,,1
10.1111/jssr.12045,10.1017/S0140525X06009101,Directed,64819,,,1
10.1111/jssr.12045,10.1007/s12110-005-1015-2,Directed,64820,,,1
10.1111/jssr.12045,10.1163/156853708X358191,Directed,64821,,,1
10.1111/jssr.12045,10.1177/0899764004263423,Directed,64822,,,1
10.1111/jssr.12045,10.1016/S1090-5138(04)00005-4,Directed,64823,,,1
10.1111/jssr.12045,10.1016/j.tics.2004.02.007,Directed,64824,,,1
10.1111/jssr.12045,10.1257/aer.90.4.980,Directed,64825,,,1
10.1111/jssr.12045,10.1038/415137a,Directed,64826,,,1
10.1111/jssr.12045,10.1016/S0165-1765(01)00394-9,Directed,64827,,,1
10.1111/jssr.12045,10.1037/a0028251,Directed,64828,,,1
10.1111/jssr.12045,10.1016/j.evolhumbehav.2005.01.002,Directed,64829,,,1
10.1111/jssr.12045,10.1007/s10683-008-9197-1,Directed,64830,,,1
10.1111/jssr.12045,10.1007/s12110-005-1017-0,Directed,64831,,,1
10.1111/jssr.12045,10.1558/poth.2004.5.2.159,Directed,64832,,,1
10.1111/jssr.12045,10.1038/421911b,Directed,64833,,,1
10.1111/jssr.12045,10.1016/j.econlet.2008.07.015,Directed,64834,,,1
10.1111/jssr.12045,10.1073/pnas.0408759102,Directed,64835,,,1
10.1111/jssr.12045,10.1080/10508619.2012.634778,Directed,64836,,,1
10.1111/jssr.12045,10.1126/science.1158757,Directed,64837,,,1
10.1111/jssr.12045,10.1126/science.1133755,Directed,64838,,,1
10.1111/jssr.12045,10.1038/nature04131,Directed,64839,,,1
10.1111/jssr.12045,10.1177/1043463192004003004,Directed,64840,,,1
10.1111/jssr.12045,10.1038/nature02978,Directed,64841,,,1
10.1111/jssr.12045,10.1002/ejsp.416,Directed,64842,,,1
10.1111/jssr.12045,10.1163/157361209X424466,Directed,64843,,,1
10.1111/jssr.12045,10.1111/j.1751-9004.2010.00286.x,Directed,64844,,,1
10.1111/jssr.12045,10.1080/10508610701572812,Directed,64845,,,1
10.1111/jssr.12045,10.1016/j.jebo.2004.07.007,Directed,64846,,,1
10.1111/jssr.12045,10.2139/ssrn.1566123,Directed,64847,,,1
10.1111/jssr.12045,10.1080/10508610902880063,Directed,64848,,,1
10.1111/jssr.12045,10.1037/0022-3514.51.3.515,Directed,64849,,,1
10.1111/jssr.12045,10.1111/j.1467-9280.2007.01983.x,Directed,64850,,,1
10.1111/jssr.12045,10.2307/270723,Directed,64851,,,1
10.1111/jssr.12045,10.1016/j.econlet.2005.07.006,Directed,64852,,,1
10.1111/jssr.12045,10.1016/j.joep.2008.03.002,Directed,64853,,,1
10.1111/jssr.12045,10.1080/2153599X.2012.724547,Directed,64854,,,1
10.1093/restud/rdt017,10.1162/qjec.2008.123.3.1111,Directed,64855,,,1
10.1093/restud/rdt017,10.1016/j.jpubeco.2008.11.005,Directed,64856,,,1
10.1093/restud/rdt017,10.1111/j.1467-9779.2008.00357.x,Directed,64857,,,1
10.1093/restud/rdt017,10.1016/j.geb.2004.08.007,Directed,64858,,,1
10.1093/restud/rdt017,10.2307/2234133,Directed,64859,,,1
10.1093/restud/rdt017,10.1037/h0047195,Directed,64860,,,1
10.1093/restud/rdt017,10.1111/j.1536-7150.2007.00534.x,Directed,64861,,,1
10.1093/restud/rdt017,10.1016/j.jebo.2003.04.002,Directed,64862,,,1
10.1093/restud/rdt017,10.1016/S1574-0722(07)00087-X,Directed,64863,,,1
10.1093/restud/rdt017,10.2307/2552442,Directed,64864,,,1
10.1093/restud/rdt017,10.1007/s10683-005-0436-4,Directed,64865,,,1
10.1093/restud/rdt017,10.1093/qje/qjs045,Directed,64866,,,1
10.1093/restud/rdt017,10.1016/S1574-0722(07)00088-1,Directed,64867,,,1
10.1093/restud/rdt017,10.1111/j.1468-4446.2006.00116.x,Directed,64868,,,1
10.1093/restud/rdt017,10.1007/s10683-010-9257-1,Directed,64869,,,1
10.1093/restud/rdt017,10.1086/652462,Directed,64870,,,1
10.1093/restud/rdt017,10.1163/156853711X591242,Directed,64871,,,1
10.1093/restud/rdt017,10.1177/0022002704264143,Directed,64872,,,1
10.1093/restud/rdt017,10.2307/2232704,Directed,64873,,,1
10.1093/restud/rdt017,10.1016/j.jpubeco.2007.12.014,Directed,64874,,,1
10.1093/restud/rdt017,10.1016/S0165-1765(01)00394-9,Directed,64875,,,1
10.1093/restud/rdt017,10.1016/j.joep.2012.04.002,Directed,64876,,,1
10.1093/restud/rdt017,10.1162/1542476054473323,Directed,64877,,,1
10.1093/restud/rdt017,10.1016/j.geb.2008.05.005,Directed,64878,,,1
10.1093/restud/rdt017,10.1016/j.jebo.2005.03.008,Directed,64879,,,1
10.1093/restud/rdt017,10.1016/j.jpubeco.2010.07.004,Directed,64880,,,1
10.1093/restud/rdt017,10.1108/S0193-2306(2010)0000013004,Directed,64881,,,1
10.1093/restud/rdt017,10.1016/j.geb.2007.05.001,Directed,64882,,,1
10.1093/restud/rdt017,10.1086/261818,Directed,64883,,,1
10.1093/restud/rdt017,10.1086/230409,Directed,64884,,,1
10.1093/restud/rdt017,10.1007/s11127-006-9047-7,Directed,64885,,,1
10.1093/restud/rdt017,10.1111/j.1536-7150.2007.00536.x,Directed,64886,,,1
10.1093/restud/rdt017,10.1016/j.mathsocsci.2010.10.001,Directed,64887,,,1
10.1093/restud/rdt017,10.1111/j.1465-7295.2009.00262.x,Directed,64888,,,1
10.1093/restud/rdt017,10.1177/104346396008001004,Directed,64889,,,1
10.1093/restud/rdt017,10.1093/ei/cbi045,Directed,64890,,,1
10.1093/restud/rdt017,10.2307/2095951,Directed,64891,,,1
10.1093/restud/rdt017,10.1111/j.1468-0297.2005.01031.x,Directed,64892,,,1
10.1093/restud/rdt017,10.1016/j.jebo.2009.03.012,Directed,64893,,,1
10.1093/restud/rdt017,10.1007/s11127-011-9880-1,Directed,64894,,,1
10.1093/restud/rdt017,10.1177/106939710003400105,Directed,64895,,,1
10.1093/restud/rdt017,10.1016/j.evolhumbehav.2007.02.007,Directed,64896,,,1
10.1093/restud/rdt017,10.1080/13537909708580796,Directed,64897,,,1
10.1093/restud/rdt017,10.1023/A:1020880101987,Directed,64898,,,1
10.1093/restud/rdt017,10.2307/1061620,Directed,64899,,,1
10.1093/restud/rdt017,10.1073/pnas.0502399102,Directed,64900,,,1
10.1093/jae/ejr034,10.1016/j.geb.2004.08.007,Directed,64901,,,1
10.1093/jae/ejr034,10.1111/j.0165-0203.2004.00068.x,Directed,64902,,,1
10.1093/jae/ejr034,10.1016/j.jebo.2003.06.006,Directed,64903,,,1
10.1093/jae/ejr034,10.1016/j.gloenvcha.2009.05.002,Directed,64904,,,1
10.1093/jae/ejr034,10.1016/S0304-3878(02)00098-6,Directed,64905,,,1
10.1093/jae/ejr034,10.1016/S0305-750X(00)00055-3,Directed,64906,,,1
10.1093/jae/ejr034,10.1016/S0921-8009(01)00285-3,Directed,64907,,,1
10.1093/jae/ejr034,10.1016/j.jebo.2005.05.004,Directed,64908,,,1
10.1093/jae/ejr034,10.1016/j.jebo.2003.11.007,Directed,64909,,,1
10.1093/jae/ejr034,10.1016/S0167-2681(02)00098-7,Directed,64910,,,1
10.1093/jae/ejr034,10.1016/j.jpubeco.2004.05.011,Directed,64911,,,1
10.1093/jae/ejr034,10.1111/j.1365-2400.2004.00406.x,Directed,64912,,,1
10.1093/jae/ejr034,10.2307/2296369,Directed,64913,,,1
10.1093/jae/ejr034,10.1126/science.1091015,Directed,64914,,,1
10.1093/jae/ejr034,10.1257/aer.90.4.980,Directed,64915,,,1
10.1093/jae/ejr034,10.1016/j.jeem.2003.12.002,Directed,64916,,,1
10.1093/jae/ejr034,10.1016/j.jebo.2003.11.006,Directed,64917,,,1
10.1093/jae/ejr034,10.1126/science.1164744,Directed,64918,,,1
10.1093/jae/ejr034,10.1016/S0167-2681(02)00139-7,Directed,64919,,,1
10.1093/jae/ejr034,10.1016/0162-3095(86)90043-9,Directed,64920,,,1
10.1093/jae/ejr034,10.1126/science.1123633,Directed,64921,,,1
10.1093/jae/ejr034,10.1126/science.162.3859.1243,Directed,64922,,,1
10.1093/jae/ejr034,10.1126/science.1153808,Directed,64923,,,1
10.1093/jae/ejr034,10.1016/0167-2681(89)90078-4,Directed,64924,,,1
10.1093/jae/ejr034,10.1046/j.0013-0133.2003.00180.x,Directed,64925,,,1
10.1093/jae/ejr034,10.1016/j.jebo.2009.11.001,Directed,64926,,,1
10.1093/jae/ejr034,10.1108/01437720310502177,Directed,64927,,,1
10.1093/jae/ejr034,10.1016/S0305-750X(01)00130-9,Directed,64928,,,1
10.1093/jae/ejr034,10.3200/JECE.35.1.47-61,Directed,64929,,,1
10.1093/jae/ejr034,10.1257/aer.100.3.641,Directed,64930,,,1
10.1093/jae/ejr034,10.2307/1964229,Directed,64931,,,1
10.1093/jae/ejr034,10.1111/j.1465-7295.2007.00051.x,Directed,64932,,,1
10.1093/jae/ejr034,10.1023/A:1020880101987,Directed,64933,,,1
10.1093/jae/ejr034,10.1080/08941920252866765,Directed,64934,,,1
10.1093/jae/ejr034,10.1016/0095-0696(90)90069-B,Directed,64935,,,1
10.1080/17565529.2016.1174664,10.3390/su70912122,Directed,64936,,,1
10.1080/17565529.2016.1174664,10.1093/jae/ejr034,Directed,64937,,,1
10.1080/17565529.2016.1174664,10.1016/S0047-2727(03)00040-9,Directed,64938,,,1
